Expression,RunHash
"and(or(or(subset_eq(A, B), subset_eq(B, A)), equals(cardinality(A), cardinality(B))), subset_eq(index(cardinality(A), B), difference(B, A)))",c37f82b7c94941c494b498fd990e73f0
"and(or(or(subset_eq(A, B), subset_eq(B, A)), equals(cardinality(A), cardinality(B))), subset_eq(index(cardinality(A), B), difference(B, A)))",57f4953876cf4ef5be1dde5d21d9c600
"and(or(or(subset_eq(A, B), subset_eq(B, A)), equals(cardinality(A), cardinality(B))), subset_eq(index(cardinality(A), B), difference(B, A)))",c37f82b7c94941c494b498fd990e73f0
"and(or(or(subset_eq(A, B), subset_eq(B, A)), equals(cardinality(A), cardinality(B))), subset_eq(index(cardinality(B), A), difference(A, B)))",8b01a2b79f634807998623af52a3c908
"and(or(or(subset_eq(A, B), subset_eq(B, A)), equals(cardinality(A), cardinality(B))), subset_eq(index(cardinality(B), A), difference(A, B)))",760c946db62446a6aef809f6e07c13c9
"and(or(or(subset_eq(A, B), subset_eq(B, A)), equals(cardinality(A), cardinality(B))), subset_eq(index(cardinality(B), A), difference(A, B)))",8b01a2b79f634807998623af52a3c908
"and(or(or(subset_eq(A, B), subset_eq(B, A)), equals(cardinality(A), cardinality(B))), subset_eq(index(cardinality(A), union(A, B)), intersection(A, B)))",95e0d7051ad94448b3b962f324f912db
"and(or(or(subset_eq(A, B), subset_eq(B, A)), equals(cardinality(A), cardinality(B))), subset_eq(index(cardinality(A), union(A, B)), intersection(A, B)))",513e9faa0d714aeeacf8a02bf72a6ee6
"and(or(or(subset_eq(A, B), subset_eq(B, A)), equals(cardinality(A), cardinality(B))), subset_eq(index(cardinality(A), union(A, B)), intersection(A, B)))",95e0d7051ad94448b3b962f324f912db
"and(or(or(subset_eq(A, B), subset_eq(B, A)), equals(cardinality(A), cardinality(B))), subset_eq(index(cardinality(A), union(A, B)), difference(B, A)))",db88c994839a4e7ab77bf89760ea4b18
"and(or(or(subset_eq(A, B), subset_eq(B, A)), equals(cardinality(A), cardinality(B))), subset_eq(index(cardinality(A), union(A, B)), difference(B, A)))",559d2a9a98574255a7de252570ac42da
"and(or(or(subset_eq(A, B), subset_eq(B, A)), equals(cardinality(A), cardinality(B))), subset_eq(index(cardinality(A), union(A, B)), difference(B, A)))",db88c994839a4e7ab77bf89760ea4b18
"and(or(or(subset_eq(A, B), subset_eq(B, A)), equals(cardinality(A), cardinality(B))), subset_eq(index(cardinality(B), union(A, B)), intersection(A, B)))",18ed36c021ee4877bdf18979c8aeec7d
"and(or(or(subset_eq(A, B), subset_eq(B, A)), equals(cardinality(A), cardinality(B))), subset_eq(index(cardinality(B), union(A, B)), intersection(A, B)))",44bb8b3bc4b4485fb14492a2e7d5ee43
"and(or(or(subset_eq(A, B), subset_eq(B, A)), equals(cardinality(A), cardinality(B))), subset_eq(index(cardinality(B), union(A, B)), intersection(A, B)))",18ed36c021ee4877bdf18979c8aeec7d
"and(or(or(subset_eq(A, B), subset_eq(B, A)), equals(cardinality(A), cardinality(B))), subset_eq(index(cardinality(B), union(A, B)), difference(A, B)))",27f695b26b65449ea5c97cc7a1663dbd
"and(or(or(subset_eq(A, B), subset_eq(B, A)), equals(cardinality(A), cardinality(B))), subset_eq(index(cardinality(B), union(A, B)), difference(A, B)))",9f7c343371ca4a69bc8a2dcd5b1c5f60
"and(or(or(subset_eq(A, B), subset_eq(B, A)), equals(cardinality(A), cardinality(B))), subset_eq(index(cardinality(B), union(A, B)), difference(A, B)))",27f695b26b65449ea5c97cc7a1663dbd
"and(or(or(subset_eq(A, B), subset_eq(B, A)), equals(cardinality(A), cardinality(B))), subset_eq(index(cardinality(A), B), index(cardinality(A), difference(B, A))))",2962cc92f06b475d9e4c0f25e8e23263
"and(or(or(subset_eq(A, B), subset_eq(B, A)), equals(cardinality(A), cardinality(B))), subset_eq(index(cardinality(A), B), index(cardinality(A), difference(B, A))))",f650d55c5d4e474badeffd753b010da7
"and(or(or(subset_eq(A, B), subset_eq(B, A)), equals(cardinality(A), cardinality(B))), subset_eq(index(cardinality(A), B), index(cardinality(A), difference(B, A))))",2962cc92f06b475d9e4c0f25e8e23263
"and(or(or(subset_eq(A, B), subset_eq(B, A)), equals(cardinality(A), cardinality(B))), subset_eq(index(cardinality(B), A), index(cardinality(B), difference(A, B))))",2b2402e05159425e81e55e557d7a8518
"and(or(or(subset_eq(A, B), subset_eq(B, A)), equals(cardinality(A), cardinality(B))), subset_eq(index(cardinality(B), A), index(cardinality(B), difference(A, B))))",6614722d16c04cff85e208bf2b49458d
"and(or(or(subset_eq(A, B), subset_eq(B, A)), equals(cardinality(A), cardinality(B))), subset_eq(index(cardinality(B), A), index(cardinality(B), difference(A, B))))",2b2402e05159425e81e55e557d7a8518
"and(or(or(subset_eq(A, B), subset_eq(B, A)), equals(cardinality(A), cardinality(B))), subset_eq(index(cardinality(A), union(A, B)), union(difference(A, B), difference(B, A))))",1bd8190ae2874d0595aadeb18cd78f1a
"and(or(or(subset_eq(A, B), subset_eq(B, A)), equals(cardinality(A), cardinality(B))), subset_eq(index(cardinality(A), union(A, B)), union(difference(A, B), difference(B, A))))",0114e184ca3849d4a79d12408b4fc464
"and(or(or(subset_eq(A, B), subset_eq(B, A)), equals(cardinality(A), cardinality(B))), subset_eq(index(cardinality(A), union(A, B)), union(difference(A, B), difference(B, A))))",1bd8190ae2874d0595aadeb18cd78f1a
"and(or(or(subset_eq(A, B), subset_eq(B, A)), equals(cardinality(A), cardinality(B))), subset_eq(index(cardinality(A), difference(B, A)), index(cardinality(A), B)))",39e98d3122854710a523fc5c660fa1ef
"and(or(or(subset_eq(A, B), subset_eq(B, A)), equals(cardinality(A), cardinality(B))), subset_eq(index(cardinality(A), difference(B, A)), index(cardinality(A), B)))",9294c70ca4ea4b89bbb363266574b310
"and(or(or(subset_eq(A, B), subset_eq(B, A)), equals(cardinality(A), cardinality(B))), subset_eq(index(cardinality(A), difference(B, A)), index(cardinality(A), B)))",39e98d3122854710a523fc5c660fa1ef
"and(or(or(subset_eq(A, B), subset_eq(B, A)), equals(cardinality(A), cardinality(B))), subset_eq(index(cardinality(B), union(A, B)), union(difference(A, B), difference(B, A))))",87a5777c78404bd0b596a2f6fbdf62a2
"and(or(or(subset_eq(A, B), subset_eq(B, A)), equals(cardinality(A), cardinality(B))), subset_eq(index(cardinality(B), union(A, B)), union(difference(A, B), difference(B, A))))",509d5fdb60fd4e9f9a5e4a8274d6ba52
"and(or(or(subset_eq(A, B), subset_eq(B, A)), equals(cardinality(A), cardinality(B))), subset_eq(index(cardinality(B), union(A, B)), union(difference(A, B), difference(B, A))))",87a5777c78404bd0b596a2f6fbdf62a2
"and(or(or(subset_eq(A, B), subset_eq(B, A)), equals(cardinality(A), cardinality(B))), subset_eq(index(cardinality(B), difference(A, B)), index(cardinality(B), A)))",4e2c88e91b0640b780f512d84749b410
"and(or(or(subset_eq(A, B), subset_eq(B, A)), equals(cardinality(A), cardinality(B))), subset_eq(index(cardinality(B), difference(A, B)), index(cardinality(B), A)))",68d5a8f48a194eb298b54bf8f145a16c
"and(or(or(subset_eq(A, B), subset_eq(B, A)), equals(cardinality(A), cardinality(B))), subset_eq(index(cardinality(B), difference(A, B)), index(cardinality(B), A)))",4e2c88e91b0640b780f512d84749b410
"and(subset_eq(index(cardinality(A), B), index(cardinality(A), difference(B, A))), equals(cardinality(intersection(A, B)), cardinality(difference(A, B))))",dbe64dc682744ac99ff93a9d6e2898d0
"and(subset_eq(index(cardinality(A), B), index(cardinality(A), difference(B, A))), equals(cardinality(intersection(A, B)), cardinality(difference(A, B))))",5ef6ca8be24449febc33ede4a53980a9
"and(subset_eq(index(cardinality(A), B), index(cardinality(A), difference(B, A))), equals(cardinality(intersection(A, B)), cardinality(difference(A, B))))",dbe64dc682744ac99ff93a9d6e2898d0
"and(subset_eq(index(cardinality(B), A), index(cardinality(B), difference(A, B))), equals(cardinality(intersection(A, B)), cardinality(difference(B, A))))",4ad9d284506d44f78ce906548e7fa2ff
"and(subset_eq(index(cardinality(B), A), index(cardinality(B), difference(A, B))), equals(cardinality(intersection(A, B)), cardinality(difference(B, A))))",f209c0fa8aec48c4b1a9c521fcfb2e0c
"and(subset_eq(index(cardinality(B), A), index(cardinality(B), difference(A, B))), equals(cardinality(intersection(A, B)), cardinality(difference(B, A))))",4ad9d284506d44f78ce906548e7fa2ff
"and(or(or(subset_eq(A, B), subset_eq(B, A)), equals(cardinality(A), cardinality(B))), greater_than(cardinality(A), cardinality(difference(B, A))))",e2733d88fed4484597cabc524694cf18
"and(or(or(subset_eq(A, B), subset_eq(B, A)), equals(cardinality(A), cardinality(B))), greater_than(cardinality(A), cardinality(difference(B, A))))",0214fdf5aab84247b2b23b48ccf0ca70
"and(or(or(subset_eq(A, B), subset_eq(B, A)), equals(cardinality(A), cardinality(B))), greater_than(cardinality(A), cardinality(difference(B, A))))",e2733d88fed4484597cabc524694cf18
"and(or(or(subset_eq(A, B), subset_eq(B, A)), equals(cardinality(A), cardinality(B))), greater_than(cardinality(B), cardinality(difference(A, B))))",cdb6c3bab2ca415aa93b7bb77613a214
"and(or(or(subset_eq(A, B), subset_eq(B, A)), equals(cardinality(A), cardinality(B))), greater_than(cardinality(B), cardinality(difference(A, B))))",1b10d0c72291435e8479c738e214c997
"and(or(or(subset_eq(A, B), subset_eq(B, A)), equals(cardinality(A), cardinality(B))), greater_than(cardinality(B), cardinality(difference(A, B))))",cdb6c3bab2ca415aa93b7bb77613a214
"or(not(subset_eq(A, B)), and(not(subset_eq(B, A)), subset_eq(A, difference(A, A))))",dabad635c27a419cb48844d1b30d4ae2
"or(not(subset_eq(B, A)), and(not(subset_eq(A, B)), subset_eq(A, difference(A, B))))",25bace8c463f44bcbdcdd5435f0ad193
"or(greater_than(cardinality(A), cardinality(B)), and(not(subset_eq(B, A)), subset_eq(A, difference(A, A))))",268c5774f8e047788f051c37a2067576
"or(greater_than(cardinality(A), cardinality(B)), and(not(subset_eq(B, A)), subset_eq(A, difference(A, A))))",7fac2e395ef346ca99cb2993d3295652
"or(greater_than(cardinality(A), cardinality(B)), and(not(subset_eq(B, A)), subset_eq(A, difference(A, A))))",268c5774f8e047788f051c37a2067576
"and(or(subset_eq(A, difference(A, B)), equals(cardinality(A), cardinality(B))), not(and(subset_eq(A, B), subset_eq(B, A))))",94712438422a4b07ac790803083945b4
"and(or(subset_eq(A, difference(A, B)), equals(cardinality(A), cardinality(B))), not(and(subset_eq(A, B), subset_eq(B, A))))",3e2b4771ec824d06bea29d2ab485ecc5
"and(or(subset_eq(A, difference(A, B)), equals(cardinality(A), cardinality(B))), not(and(subset_eq(A, B), subset_eq(B, A))))",94712438422a4b07ac790803083945b4
"or(greater_than(cardinality(A), cardinality(B)), and(not(subset_eq(B, A)), subset_eq(A, difference(A, B))))",3aea500f78674441a0f8be4223531085
"or(greater_than(cardinality(A), cardinality(B)), and(not(subset_eq(B, A)), subset_eq(A, difference(A, B))))",30ead0bb973144728c2e46701a971591
"or(greater_than(cardinality(A), cardinality(B)), and(not(subset_eq(B, A)), subset_eq(A, difference(A, B))))",3aea500f78674441a0f8be4223531085
"or(greater_than(cardinality(B), cardinality(A)), and(not(subset_eq(A, B)), subset_eq(A, difference(A, B))))",e4766ffc46fc48928a17f9e66d0da60a
"or(greater_than(cardinality(B), cardinality(A)), and(not(subset_eq(A, B)), subset_eq(A, difference(A, B))))",19d123279bb34f8aa477ae89ba10ad42
"or(greater_than(cardinality(B), cardinality(A)), and(not(subset_eq(A, B)), subset_eq(A, difference(A, B))))",e4766ffc46fc48928a17f9e66d0da60a
"or(greater_than(cardinality(B), cardinality(A)), and(not(subset_eq(A, B)), subset_eq(B, difference(A, A))))",e9fa79b4875445fa873d74a88702333c
"or(greater_than(cardinality(B), cardinality(A)), and(not(subset_eq(A, B)), subset_eq(B, difference(A, A))))",7604948a21b142ebbbe8e0318f7b0c43
"or(greater_than(cardinality(B), cardinality(A)), and(not(subset_eq(A, B)), subset_eq(B, difference(A, A))))",e9fa79b4875445fa873d74a88702333c
"not(or(and(subset_eq(A, B), subset_eq(B, A)), subset_eq(A, difference(A, A))))",dce74ab523224cac9bd97cd96089722f
"not(or(and(subset_eq(A, B), subset_eq(B, A)), subset_eq(A, difference(A, B))))",fc5444a0e6bc46c2b9f5c8f957078205
"not(or(and(subset_eq(A, B), subset_eq(B, A)), subset_eq(B, difference(A, A))))",b81b71bfa20446c9ae1472c8c2b426ea
"and(not(equals(cardinality(A), cardinality(B))), subset_eq(A, index(cardinality(B), A)))",3fd1696a3ae848769b30ac34f1b1e660
"and(not(and(subset_eq(A, B), subset_eq(B, A))), subset_eq(A, index(cardinality(B), union(A, B))))",ab934303ec7e4167ab9b011cb296badc
"and(not(equals(cardinality(A), cardinality(B))), subset_eq(B, index(cardinality(A), B)))",af35f60b05f347108cbce607e6f2ce44
"and(not(and(subset_eq(A, B), subset_eq(B, A))), subset_eq(B, index(cardinality(A), union(A, B))))",81a17cb0e12241f6a77df3f191234b41
"and(not(and(subset_eq(A, B), subset_eq(B, A))), subset_eq(intersection(A, B), index(cardinality(A), B)))",4644676f0593440ca4bfc22a5b9aa8c4
"and(not(and(subset_eq(A, B), subset_eq(B, A))), subset_eq(intersection(A, B), index(cardinality(A), B)))",28c3aabb3aaa4679aed9964a2eb50271
"and(not(and(subset_eq(A, B), subset_eq(B, A))), subset_eq(intersection(A, B), index(cardinality(A), B)))",4644676f0593440ca4bfc22a5b9aa8c4
"and(not(and(subset_eq(A, B), subset_eq(B, A))), subset_eq(intersection(A, B), index(cardinality(B), A)))",375ca56f72ca40a885677c9dfcc38848
"and(not(and(subset_eq(A, B), subset_eq(B, A))), subset_eq(intersection(A, B), index(cardinality(B), A)))",2c2547697fcb4c5888b5c78cc3e2c387
"and(not(and(subset_eq(A, B), subset_eq(B, A))), subset_eq(intersection(A, B), index(cardinality(B), A)))",375ca56f72ca40a885677c9dfcc38848
"and(not(and(subset_eq(A, B), subset_eq(B, A))), subset_eq(intersection(A, B), index(cardinality(A), union(A, B))))",9b992fd9fb9d4761b2cf76d33712f2fd
"and(not(and(subset_eq(A, B), subset_eq(B, A))), subset_eq(intersection(A, B), index(cardinality(A), union(A, B))))",b358f6363b5045388a81141eded3cc61
"and(not(and(subset_eq(A, B), subset_eq(B, A))), subset_eq(intersection(A, B), index(cardinality(A), union(A, B))))",9b992fd9fb9d4761b2cf76d33712f2fd
"and(not(and(subset_eq(A, B), subset_eq(B, A))), subset_eq(intersection(A, B), index(cardinality(B), union(A, B))))",d2371ccb211b4671a4e9850c6ddfa859
"and(not(and(subset_eq(A, B), subset_eq(B, A))), subset_eq(intersection(A, B), index(cardinality(B), union(A, B))))",681e9e6f894e4263b058f318f119faac
"and(not(and(subset_eq(A, B), subset_eq(B, A))), subset_eq(intersection(A, B), index(cardinality(B), union(A, B))))",d2371ccb211b4671a4e9850c6ddfa859
"and(not(equals(cardinality(A), cardinality(B))), subset_eq(difference(A, B), index(cardinality(B), A)))",4ed3b92aff234a4588d9629157d79a2e
"and(not(equals(cardinality(A), cardinality(B))), subset_eq(difference(A, B), index(cardinality(B), A)))",fbc6f4139cd34a02a8836e52af842288
"and(not(equals(cardinality(A), cardinality(B))), subset_eq(difference(A, B), index(cardinality(B), A)))",4ed3b92aff234a4588d9629157d79a2e
"and(not(and(subset_eq(A, B), subset_eq(B, A))), subset_eq(difference(A, B), index(cardinality(B), union(A, B))))",e840e01262394d43816747cbf65e6e2b
"and(not(and(subset_eq(A, B), subset_eq(B, A))), subset_eq(difference(A, B), index(cardinality(B), union(A, B))))",eb9e590382884429ac23239565c1e308
"and(not(and(subset_eq(A, B), subset_eq(B, A))), subset_eq(difference(A, B), index(cardinality(B), union(A, B))))",e840e01262394d43816747cbf65e6e2b
"and(not(equals(cardinality(A), cardinality(B))), subset_eq(difference(A, B), index(cardinality(B), difference(A, B))))",0dd046c174c14b888c94965b2df8619a
"and(not(equals(cardinality(A), cardinality(B))), subset_eq(difference(A, B), index(cardinality(B), difference(A, B))))",19ff6ee766f348f883f368534fa25f86
"and(not(equals(cardinality(A), cardinality(B))), subset_eq(difference(A, B), index(cardinality(B), difference(A, B))))",0dd046c174c14b888c94965b2df8619a
"and(not(equals(cardinality(A), cardinality(B))), subset_eq(difference(B, A), index(cardinality(A), B)))",6a281751f74340df870010f182786e1d
"and(not(equals(cardinality(A), cardinality(B))), subset_eq(difference(B, A), index(cardinality(A), B)))",5a8ad9c195f2404fa825628b3f0dbb8a
"and(not(equals(cardinality(A), cardinality(B))), subset_eq(difference(B, A), index(cardinality(A), B)))",6a281751f74340df870010f182786e1d
"and(not(and(subset_eq(A, B), subset_eq(B, A))), subset_eq(difference(B, A), index(cardinality(A), union(A, B))))",9d38df70f24d4917b1d54cf03a338999
"and(not(and(subset_eq(A, B), subset_eq(B, A))), subset_eq(difference(B, A), index(cardinality(A), union(A, B))))",26d45426d4ea4c599e5be147a76e3bfb
"and(not(and(subset_eq(A, B), subset_eq(B, A))), subset_eq(difference(B, A), index(cardinality(A), union(A, B))))",9d38df70f24d4917b1d54cf03a338999
"and(not(equals(cardinality(A), cardinality(B))), subset_eq(difference(B, A), index(cardinality(A), difference(B, A))))",f4840a7af6b646538e54a5a0b74113a3
"and(not(equals(cardinality(A), cardinality(B))), subset_eq(difference(B, A), index(cardinality(A), difference(B, A))))",7d4de574229a43f7b657588da104d872
"and(not(equals(cardinality(A), cardinality(B))), subset_eq(difference(B, A), index(cardinality(A), difference(B, A))))",f4840a7af6b646538e54a5a0b74113a3
"and(not(and(subset_eq(A, B), subset_eq(B, A))), subset_eq(index(cardinality(A), B), A))",d6d03fd52a5d4f1a9533df0ccd400158
"and(not(and(subset_eq(A, B), subset_eq(B, A))), subset_eq(index(cardinality(A), B), A))",3c768316e542446990267d431421597f
"and(not(and(subset_eq(A, B), subset_eq(B, A))), subset_eq(index(cardinality(A), B), A))",d6d03fd52a5d4f1a9533df0ccd400158
"and(not(and(subset_eq(A, B), subset_eq(B, A))), subset_eq(index(cardinality(B), A), B))",b3efe1a6a6514dea89af018ae35829a1
"and(not(and(subset_eq(A, B), subset_eq(B, A))), subset_eq(index(cardinality(B), A), B))",3bb878d12c1749aca8cb59c1c2699f03
"and(not(and(subset_eq(A, B), subset_eq(B, A))), subset_eq(index(cardinality(B), A), B))",b3efe1a6a6514dea89af018ae35829a1
"and(not(and(subset_eq(A, B), subset_eq(B, A))), subset_eq(index(cardinality(A), union(A, B)), A))",0cd3a41faa4e4f30907d6378c31d2974
"and(not(and(subset_eq(A, B), subset_eq(B, A))), subset_eq(index(cardinality(A), union(A, B)), A))",81ead1344cd74f62a759a279773164e9
"and(not(and(subset_eq(A, B), subset_eq(B, A))), subset_eq(index(cardinality(A), union(A, B)), A))",0cd3a41faa4e4f30907d6378c31d2974
"and(not(and(subset_eq(A, B), subset_eq(B, A))), subset_eq(index(cardinality(A), union(A, B)), B))",06bd6bba20a54c8cb188084b1272748c
"and(not(and(subset_eq(A, B), subset_eq(B, A))), subset_eq(index(cardinality(A), union(A, B)), B))",a68d4ddde2aa4b6b96b5f366d03af310
"and(not(and(subset_eq(A, B), subset_eq(B, A))), subset_eq(index(cardinality(A), union(A, B)), B))",06bd6bba20a54c8cb188084b1272748c
"and(not(and(subset_eq(A, B), subset_eq(B, A))), subset_eq(index(cardinality(A), difference(B, A)), A))",ec3f8867aedd40a0aae4264493b3248b
"and(not(and(subset_eq(A, B), subset_eq(B, A))), subset_eq(index(cardinality(A), difference(B, A)), A))",de1bb3628f3940ada424c5f7a84fb63a
"and(not(and(subset_eq(A, B), subset_eq(B, A))), subset_eq(index(cardinality(A), difference(B, A)), A))",ec3f8867aedd40a0aae4264493b3248b
"and(not(and(subset_eq(A, B), subset_eq(B, A))), subset_eq(index(cardinality(B), union(A, B)), A))",a5528dc70de64c4da836873e4b9522f5
"and(not(and(subset_eq(A, B), subset_eq(B, A))), subset_eq(index(cardinality(B), union(A, B)), A))",58dc6b464356466781bac287223019c8
"and(not(and(subset_eq(A, B), subset_eq(B, A))), subset_eq(index(cardinality(B), union(A, B)), A))",a5528dc70de64c4da836873e4b9522f5
"and(not(and(subset_eq(A, B), subset_eq(B, A))), subset_eq(index(cardinality(B), union(A, B)), B))",f815dd42988e4b9e813ef7e8e101eb2c
"and(not(and(subset_eq(A, B), subset_eq(B, A))), subset_eq(index(cardinality(B), union(A, B)), B))",543a55caecc94e938e0948f7f2202a8b
"and(not(and(subset_eq(A, B), subset_eq(B, A))), subset_eq(index(cardinality(B), union(A, B)), B))",f815dd42988e4b9e813ef7e8e101eb2c
"and(not(and(subset_eq(A, B), subset_eq(B, A))), subset_eq(index(cardinality(B), difference(A, B)), B))",0983649bce1349c68490c4fc809729cd
"and(not(and(subset_eq(A, B), subset_eq(B, A))), subset_eq(index(cardinality(B), difference(A, B)), B))",62ec7e06b2f2445eba92327918aaf630
"and(not(and(subset_eq(A, B), subset_eq(B, A))), subset_eq(index(cardinality(B), difference(A, B)), B))",0983649bce1349c68490c4fc809729cd
"and(not(and(subset_eq(A, B), subset_eq(B, A))), subset_eq(index(cardinality(A), B), difference(B, A)))",cab5be4087e9485d9d8be15272f4e5f8
"and(not(and(subset_eq(A, B), subset_eq(B, A))), subset_eq(index(cardinality(A), B), difference(B, A)))",82c96dada9bc4631928346191b485f24
"and(not(and(subset_eq(A, B), subset_eq(B, A))), subset_eq(index(cardinality(A), B), difference(B, A)))",cab5be4087e9485d9d8be15272f4e5f8
"and(not(and(subset_eq(A, B), subset_eq(B, A))), subset_eq(index(cardinality(B), A), difference(A, B)))",b7e311f4faad4a13898a018709645cc4
"and(not(and(subset_eq(A, B), subset_eq(B, A))), subset_eq(index(cardinality(B), A), difference(A, B)))",57b45511366546d49c0e1a91e6d80bfa
"and(not(and(subset_eq(A, B), subset_eq(B, A))), subset_eq(index(cardinality(B), A), difference(A, B)))",b7e311f4faad4a13898a018709645cc4
"and(not(and(subset_eq(A, B), subset_eq(B, A))), subset_eq(index(cardinality(A), union(A, B)), intersection(A, B)))",0d23ab49243a47c5bc664e3cecf0e779
"and(not(and(subset_eq(A, B), subset_eq(B, A))), subset_eq(index(cardinality(A), union(A, B)), intersection(A, B)))",c58f83b2aa964486b30ace907856012d
"and(not(and(subset_eq(A, B), subset_eq(B, A))), subset_eq(index(cardinality(A), union(A, B)), intersection(A, B)))",0d23ab49243a47c5bc664e3cecf0e779
"and(not(and(subset_eq(A, B), subset_eq(B, A))), subset_eq(index(cardinality(A), union(A, B)), difference(B, A)))",607aa60cafc94a6b847d1f14aae0c694
"and(not(and(subset_eq(A, B), subset_eq(B, A))), subset_eq(index(cardinality(A), union(A, B)), difference(B, A)))",7f9be5479f71417c93c2100690e7b83c
"and(not(and(subset_eq(A, B), subset_eq(B, A))), subset_eq(index(cardinality(A), union(A, B)), difference(B, A)))",607aa60cafc94a6b847d1f14aae0c694
"and(not(and(subset_eq(A, B), subset_eq(B, A))), subset_eq(index(cardinality(B), union(A, B)), intersection(A, B)))",207392873db842e3aae3d943e9e833b1
"and(not(and(subset_eq(A, B), subset_eq(B, A))), subset_eq(index(cardinality(B), union(A, B)), intersection(A, B)))",160a7448eb5a47a88ed53fd4902e3a36
"and(not(and(subset_eq(A, B), subset_eq(B, A))), subset_eq(index(cardinality(B), union(A, B)), intersection(A, B)))",207392873db842e3aae3d943e9e833b1
"and(not(and(subset_eq(A, B), subset_eq(B, A))), subset_eq(index(cardinality(B), union(A, B)), difference(A, B)))",5f9f63489f444141844699e4f7b18b13
"and(not(and(subset_eq(A, B), subset_eq(B, A))), subset_eq(index(cardinality(B), union(A, B)), difference(A, B)))",713d540b41674380b3529ffdbf306d65
"and(not(and(subset_eq(A, B), subset_eq(B, A))), subset_eq(index(cardinality(B), union(A, B)), difference(A, B)))",5f9f63489f444141844699e4f7b18b13
"and(not(and(subset_eq(A, B), subset_eq(B, A))), subset_eq(index(cardinality(A), B), index(cardinality(A), union(A, B))))",e29c9e55981e424aab876312df734cdb
"and(not(and(subset_eq(A, B), subset_eq(B, A))), subset_eq(index(cardinality(A), B), index(cardinality(A), union(A, B))))",86dc59c370bf4f0089b189ff05b97855
"and(not(and(subset_eq(A, B), subset_eq(B, A))), subset_eq(index(cardinality(A), B), index(cardinality(A), union(A, B))))",e29c9e55981e424aab876312df734cdb
"and(not(and(subset_eq(A, B), subset_eq(B, A))), subset_eq(index(cardinality(A), B), index(cardinality(A), difference(B, A))))",54be22ec858b494daf6e8d83a3755c2f
"and(not(and(subset_eq(A, B), subset_eq(B, A))), subset_eq(index(cardinality(A), B), index(cardinality(A), difference(B, A))))",2fc3c004ecf2435eb53dcf36497975ab
"and(not(and(subset_eq(A, B), subset_eq(B, A))), subset_eq(index(cardinality(A), B), index(cardinality(A), difference(B, A))))",54be22ec858b494daf6e8d83a3755c2f
"and(not(and(subset_eq(A, B), subset_eq(B, A))), subset_eq(index(cardinality(B), A), index(cardinality(B), union(A, B))))",233d44ba257f47cba544be7d065479ba
"and(not(and(subset_eq(A, B), subset_eq(B, A))), subset_eq(index(cardinality(B), A), index(cardinality(B), union(A, B))))",ba86627d0fa2488794d67c915cd66676
"and(not(and(subset_eq(A, B), subset_eq(B, A))), subset_eq(index(cardinality(B), A), index(cardinality(B), union(A, B))))",233d44ba257f47cba544be7d065479ba
"and(not(and(subset_eq(A, B), subset_eq(B, A))), subset_eq(index(cardinality(B), A), index(cardinality(B), difference(A, B))))",43c7f85956a84f509951f1732733c187
"and(not(and(subset_eq(A, B), subset_eq(B, A))), subset_eq(index(cardinality(B), A), index(cardinality(B), difference(A, B))))",37f80aa6188a40298528ab9c495d034e
"and(not(and(subset_eq(A, B), subset_eq(B, A))), subset_eq(index(cardinality(B), A), index(cardinality(B), difference(A, B))))",43c7f85956a84f509951f1732733c187
"and(not(and(subset_eq(A, B), subset_eq(B, A))), subset_eq(index(cardinality(A), union(A, B)), union(difference(A, B), difference(B, A))))",45fe50f7e5fc458390dfea6073792cdd
"and(not(and(subset_eq(A, B), subset_eq(B, A))), subset_eq(index(cardinality(A), union(A, B)), union(difference(A, B), difference(B, A))))",bd43f7eeb34240aa94873ff34ae1e030
"and(not(and(subset_eq(A, B), subset_eq(B, A))), subset_eq(index(cardinality(A), union(A, B)), union(difference(A, B), difference(B, A))))",45fe50f7e5fc458390dfea6073792cdd
"and(not(equals(cardinality(A), cardinality(B))), subset_eq(index(cardinality(A), union(A, B)), index(cardinality(A), B)))",59cce4b911ac4665af241e49dbd03c6f
"and(not(equals(cardinality(A), cardinality(B))), subset_eq(index(cardinality(A), union(A, B)), index(cardinality(A), B)))",ef9c7ce80d194026963b0f9c1ae4dd1f
"and(not(equals(cardinality(A), cardinality(B))), subset_eq(index(cardinality(A), union(A, B)), index(cardinality(A), B)))",59cce4b911ac4665af241e49dbd03c6f
"and(not(equals(cardinality(A), cardinality(B))), subset_eq(index(cardinality(A), union(A, B)), index(cardinality(A), difference(B, A))))",6e7a0a1bb5f04cd89875335723311716
"and(not(equals(cardinality(A), cardinality(B))), subset_eq(index(cardinality(A), union(A, B)), index(cardinality(A), difference(B, A))))",cc5bee1ad4fc4ad1b4936bdf2712d555
"and(not(equals(cardinality(A), cardinality(B))), subset_eq(index(cardinality(A), union(A, B)), index(cardinality(A), difference(B, A))))",6e7a0a1bb5f04cd89875335723311716
"and(not(and(subset_eq(A, B), subset_eq(B, A))), subset_eq(index(cardinality(A), difference(B, A)), index(cardinality(A), B)))",5fb25260af99439e8276451de78a9059
"and(not(and(subset_eq(A, B), subset_eq(B, A))), subset_eq(index(cardinality(A), difference(B, A)), index(cardinality(A), B)))",04ecb04e3a5349c3bfd59d55422708ab
